13.8696 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1080]. Using actual size
14.8493 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([0., 0., 0.]), colorSpace='rgb', fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x12e4fc860>, gamma=None, kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x12fd755f8>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1080]), stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
15.1732 	EXP 	Created grating_S1_T5 = GratingStim(__class__=<class 'psychopy.visual.grating.GratingStim'>, autoDraw=False, autoLog=True, blendmode='avg', color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, interpolate=True, mask='circle', maskParams=None, name='grating_S1_T5', opacity=1.0, ori=90.0, phase=array([0., 0.]), pos=array([0., 0.]), rgbPedestal=array([0., 0., 0.]), sf=array([0.6, 0.6]), size=array([3.5, 3.5]), tex='sin', texRes=128, units='deg', win=Window(...))
15.1998 	EXP 	grating_S1_T5: phase = 0.0
15.2154 	EXP 	grating_S1_T5: phase = 0.0
15.2320 	EXP 	grating_S1_T5: phase = 0.0
15.2486 	EXP 	grating_S1_T5: phase = 0.0
15.2653 	EXP 	grating_S1_T5: phase = 0.0
15.2815 	EXP 	grating_S1_T5: phase = 0.0
15.2988 	EXP 	grating_S1_T5: phase = 0.0
15.3150 	EXP 	grating_S1_T5: phase = 0.0
15.3322 	EXP 	grating_S1_T5: phase = 0.0
15.3485 	EXP 	grating_S1_T5: phase = 0.0
15.3655 	EXP 	grating_S1_T5: phase = 0.0
15.3816 	EXP 	grating_S1_T5: phase = 0.0
15.3988 	EXP 	grating_S1_T5: phase = 0.0
15.4150 	EXP 	grating_S1_T5: phase = 0.0
15.4321 	EXP 	grating_S1_T5: phase = 0.0
15.4485 	EXP 	grating_S1_T5: phase = 0.0
15.4650 	EXP 	grating_S1_T5: phase = 0.0
15.4819 	EXP 	grating_S1_T5: phase = 0.0
15.4984 	EXP 	grating_S1_T5: phase = 0.0
15.5151 	EXP 	grating_S1_T5: phase = 0.0
15.5332 	EXP 	grating_S1_T5: phase = 0.0
15.5485 	EXP 	grating_S1_T5: phase = 0.0
15.5645 	EXP 	grating_S1_T5: phase = 0.0
15.5812 	EXP 	grating_S1_T5: phase = 0.0
15.5987 	EXP 	grating_S1_T5: phase = 0.0
15.6148 	EXP 	grating_S1_T5: phase = 0.0
15.6319 	EXP 	grating_S1_T5: phase = 0.0
15.6486 	EXP 	grating_S1_T5: phase = 0.0
15.6663 	EXP 	grating_S1_T5: phase = 0.0
15.6821 	EXP 	grating_S1_T5: phase = 0.0
15.6977 	EXP 	grating_S1_T5: phase = 0.5
15.7144 	EXP 	grating_S1_T5: phase = 0.5
15.7317 	EXP 	grating_S1_T5: phase = 0.5
15.7481 	EXP 	grating_S1_T5: phase = 0.5
15.7643 	EXP 	grating_S1_T5: phase = 0.5
15.7820 	EXP 	grating_S1_T5: phase = 0.5
15.7986 	EXP 	grating_S1_T5: phase = 0.5
15.8153 	EXP 	grating_S1_T5: phase = 0.5
15.8319 	EXP 	grating_S1_T5: phase = 0.5
15.8484 	EXP 	grating_S1_T5: phase = 0.5
15.8652 	EXP 	grating_S1_T5: phase = 0.5
15.8810 	EXP 	grating_S1_T5: phase = 0.5
15.8982 	EXP 	grating_S1_T5: phase = 0.5
15.9150 	EXP 	grating_S1_T5: phase = 0.5
15.9315 	EXP 	grating_S1_T5: phase = 0.5
15.9476 	EXP 	grating_S1_T5: phase = 0.5
15.9645 	EXP 	grating_S1_T5: phase = 0.5
15.9816 	EXP 	grating_S1_T5: phase = 0.5
15.9981 	EXP 	grating_S1_T5: phase = 0.5
16.0150 	EXP 	grating_S1_T5: phase = 0.5
16.0322 	EXP 	grating_S1_T5: phase = 0.5
16.0483 	EXP 	grating_S1_T5: phase = 0.5
16.0648 	EXP 	grating_S1_T5: phase = 0.5
16.0816 	EXP 	grating_S1_T5: phase = 0.5
16.0985 	EXP 	grating_S1_T5: phase = 0.5
16.1148 	EXP 	grating_S1_T5: phase = 0.5
16.1315 	EXP 	grating_S1_T5: phase = 0.5
16.1484 	EXP 	grating_S1_T5: phase = 0.5
16.1641 	EXP 	grating_S1_T5: phase = 0.5
16.1819 	EXP 	grating_S1_T5: phase = 0.5
16.1989 	EXP 	grating_S1_T5: phase = 0.0
16.2154 	EXP 	grating_S1_T5: phase = 0.0
16.2314 	EXP 	grating_S1_T5: phase = 0.0
