11.5885 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1080]. Using actual size
12.4684 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([0., 0., 0.]), colorSpace='rgb', fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x12e500860>, gamma=None, kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x12fc565f8>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1080]), stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
13.1746 	EXP 	Created grating_S1_T5 = GratingStim(__class__=<class 'psychopy.visual.grating.GratingStim'>, autoDraw=False, autoLog=True, blendmode='avg', color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, interpolate=True, mask='circle', maskParams=None, name='grating_S1_T5', opacity=1.0, ori=45.0, phase=array([0., 0.]), pos=array([0., 0.]), rgbPedestal=array([0., 0., 0.]), sf=array([0.6, 0.6]), size=array([3.5, 3.5]), tex='sin', texRes=128, units='deg', win=Window(...))
13.1888 	EXP 	grating_S1_T5: phase = 0.0
13.2008 	EXP 	grating_S1_T5: phase = 0.0
13.2178 	EXP 	grating_S1_T5: phase = 0.0
13.2342 	EXP 	grating_S1_T5: phase = 0.0
13.2505 	EXP 	grating_S1_T5: phase = 0.0
13.2678 	EXP 	grating_S1_T5: phase = 0.0
13.2844 	EXP 	grating_S1_T5: phase = 0.0
13.3007 	EXP 	grating_S1_T5: phase = 0.0
13.3180 	EXP 	grating_S1_T5: phase = 0.0
13.3350 	EXP 	grating_S1_T5: phase = 0.0
13.3511 	EXP 	grating_S1_T5: phase = 0.0
13.3675 	EXP 	grating_S1_T5: phase = 0.0
13.3844 	EXP 	grating_S1_T5: phase = 0.0
13.4015 	EXP 	grating_S1_T5: phase = 0.0
13.4175 	EXP 	grating_S1_T5: phase = 0.0
