11.4511 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1080]. Using actual size
12.2202 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([0., 0., 0.]), colorSpace='rgb', fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x12e3e8860>, gamma=None, kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x12faf35f8>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1080]), stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
12.5442 	EXP 	Created grating_S1_T5 = GratingStim(__class__=<class 'psychopy.visual.grating.GratingStim'>, autoDraw=False, autoLog=True, blendmode='avg', color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, interpolate=True, mask='circle', maskParams=None, name='grating_S1_T5', opacity=1.0, ori=90.0, phase=array([0., 0.]), pos=array([0., 0.]), rgbPedestal=array([0., 0., 0.]), sf=array([0.6, 0.6]), size=array([3.5, 3.5]), tex='sin', texRes=128, units='deg', win=Window(...))
12.5694 	EXP 	grating_S1_T5: phase = 0.0
12.5865 	EXP 	grating_S1_T5: phase = 0.0
12.6027 	EXP 	grating_S1_T5: phase = 0.0
12.6189 	EXP 	grating_S1_T5: phase = 0.0
12.6360 	EXP 	grating_S1_T5: phase = 0.0
12.6527 	EXP 	grating_S1_T5: phase = 0.0
12.6695 	EXP 	grating_S1_T5: phase = 0.0
12.6865 	EXP 	grating_S1_T5: phase = 0.0
12.7031 	EXP 	grating_S1_T5: phase = 0.0
12.7194 	EXP 	grating_S1_T5: phase = 0.0
12.7356 	EXP 	grating_S1_T5: phase = 0.0
12.7525 	EXP 	grating_S1_T5: phase = 0.0
12.7694 	EXP 	grating_S1_T5: phase = 0.0
12.7865 	EXP 	grating_S1_T5: phase = 0.0
12.8020 	EXP 	grating_S1_T5: phase = 0.0
12.8192 	EXP 	grating_S1_T5: phase = 0.0
12.8362 	EXP 	grating_S1_T5: phase = 0.0
12.8534 	EXP 	grating_S1_T5: phase = 0.0
12.8694 	EXP 	grating_S1_T5: phase = 0.0
12.8862 	EXP 	grating_S1_T5: phase = 0.0
12.9020 	EXP 	grating_S1_T5: phase = 0.0
12.9194 	EXP 	grating_S1_T5: phase = 0.0
12.9356 	EXP 	grating_S1_T5: phase = 0.0
12.9530 	EXP 	grating_S1_T5: phase = 0.0
12.9695 	EXP 	grating_S1_T5: phase = 0.0
12.9849 	EXP 	grating_S1_T5: phase = 0.0
13.0029 	EXP 	grating_S1_T5: phase = 0.0
13.0194 	EXP 	grating_S1_T5: phase = 0.0
13.0363 	EXP 	grating_S1_T5: phase = 0.0
13.0522 	EXP 	grating_S1_T5: phase = 0.0
13.0689 	EXP 	grating_S1_T5: phase = 0.5
