targetSide	oriIncrement	correct
0	0.500	1
90	0.450	0
90	0.500	1
90	0.500	0
90	0.550	0
90	0.600	1
0	0.600	1
0	0.600	0
90	0.650	0
90	0.700	0
0	0.750	1
0	0.750	0
90	0.800	0
0	0.850	0
0	0.900	1
0	0.900	1
0	0.900	0
90	0.950	0
90	1.000	1
0	1.000	1
0	1.000	0
0	1.000	1
90	1.000	1
90	1.000	0
0	1.000	0
0	1.000	1
90	1.000	1
90	1.000	0
