practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,setup_text.started,setup_text.stopped,instrText.started,instrText.stopped,endInstructions.keys,endInstructions.rt,endInstructions.started,endInstructions.stopped,participant,sex,date,expName,psychopyVersion,frameRate,
,,,,11.49769486898731,None,12.228526945997146,None,space,0.5250787139957538,12.228526945997146,None,001,F,2019_Oct_14_1124,contrast_sensitivity_abramov,3.2.4,59.71273207572829,
