practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,setup_text.started,setup_text.stopped,instrText.started,instrText.stopped,endInstructions.keys,endInstructions.rt,endInstructions.started,endInstructions.stopped,participant,sex,date,expName,psychopyVersion,frameRate,
,,,,9.369571647999692,None,10.355499425000744,None,space,0.5843221309914952,10.355499425000744,None,001,F,2019_Oct_14_1118,contrast_sensitivity_abramov,3.2.4,60.165265803785665,
