practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,setup_text.started,setup_text.stopped,instrText.started,instrText.stopped,endInstructions.keys,endInstructions.rt,endInstructions.started,endInstructions.stopped,participant,sex,date,expName,psychopyVersion,frameRate,
,,,,10.249485319000087,None,11.486334638000699,None,space,0.6853763890103437,11.486334638000699,None,001,F,2019_Oct_14_1107,contrast_sensitivity_abramov,3.2.4,60.48679823208139,
