practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,setup_text.started,setup_text.stopped,instrText.started,instrText.stopped,endInstructions.keys,endInstructions.rt,endInstructions.started,endInstructions.stopped,participant,sex,date,expName,psychopyVersion,frameRate,
,,,,10.170554925003671,None,10.991228419996332,None,space,0.8791203120053979,10.991228419996332,None,001,F,2019_Oct_14_1055,contrast_sensitivity_abramov,3.2.4,60.16905675730041,
