practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,setup_text.started,setup_text.stopped,instrText.started,instrText.stopped,endInstructions.keys,endInstructions.rt,endInstructions.started,endInstructions.stopped,participant,sex,date,expName,psychopyVersion,frameRate,
,,,,10.225405649005552,None,11.660639933004859,None,space,0.48311021699919365,11.660639933004859,None,001,F,2019_Oct_14_1116,contrast_sensitivity_abramov,3.2.4,59.98094249896117,
