instrText.started,instrText.stopped,endInstructions.keys,endInstructions.rt,endInstructions.started,endInstructions.stopped,session,participant,date,expName,psychopyVersion,frameRate,
18.000397937983507,None,space,6.120150707021821,18.000397937983507,None,001,000,2019_Sep_09_1229,interleaved_QUEST_staircase_contrast,3.1.4,59.95461807068004,
