practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,setup_text.started,setup_text.stopped,instrText.started,instrText.stopped,endInstructions.keys,endInstructions.rt,endInstructions.started,endInstructions.stopped,participant,sex,date,expName,psychopyVersion,frameRate,
,,,,11.878552351001417,None,12.337414766006987,None,space,0.7296452709997538,12.337414766006987,None,001,F,2019_Oct_14_1121,contrast_sensitivity_abramov,3.2.4,59.43344026572316,
