practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,setup_text.started,setup_text.stopped,instrText.started,instrText.stopped,endInstructions.keys,endInstructions.rt,endInstructions.started,endInstructions.stopped,participant,sex,date,expName,psychopyVersion,frameRate,
,,,,10.668975729990052,None,15.95130297599826,None,space,7.146070064001833,15.95130297599826,None,001,F,2019_Oct_14_1047,contrast_sensitivity_abramov,3.2.4,60.08882293736318,
